g_ptsx,g_ptsy
4.85E-04,0.061708317
4.86E-04,0.061562644
4.87E-04,0.061398161
4.87E-04,0.061251775
4.88E-04,0.061087699
4.89E-04,0.060941051
4.89E-04,0.060777167
4.90E-04,0.060630365
4.91E-04,0.060466612
4.92E-04,0.060319694
4.92E-04,0.060156047
4.93E-04,0.060009032
4.94E-04,0.059845475
4.94E-04,0.059698373
4.95E-04,0.0595349
4.96E-04,0.059387718
4.96E-04,0.059224323
4.97E-04,0.059077064
4.98E-04,0.058913745
4.98E-04,0.058766411
4.99E-04,0.058603165
5.00E-04,0.05845576
5.01E-04,0.058292585
5.01E-04,0.058145109
5.02E-04,0.057982003
5.03E-04,0.057834458
5.03E-04,0.057671422
5.04E-04,0.057523809
5.05E-04,0.057360839
5.05E-04,0.057213159
5.06E-04,0.057050257
5.07E-04,0.056902511
5.07E-04,0.056739673
5.08E-04,0.056591863
5.09E-04,0.056429089
5.09E-04,0.056281216
5.10E-04,0.056118503
5.11E-04,0.055970572
5.12E-04,0.055807912
5.12E-04,0.055659937
5.13E-04,0.055497303
5.14E-04,0.055349351
5.14E-04,0.05518651
5.15E-04,0.055040786
5.16E-04,0.054897642
5.16E-04,0.054771599
5.17E-04,0.054630893
5.18E-04,0.054504501
5.18E-04,0.054363954
5.19E-04,0.054237455
5.20E-04,0.054096995
5.21E-04,0.053970418
5.21E-04,0.053830031
5.22E-04,0.053703383
5.23E-04,0.053563066
5.23E-04,0.05343635
5.24E-04,0.053296099
5.25E-04,0.053169318
5.25E-04,0.053029132
5.26E-04,0.052902285
5.27E-04,0.052762165
5.27E-04,0.052635253
5.28E-04,0.052495198
5.29E-04,0.052368221
5.29E-04,0.052228231
5.30E-04,0.05210119
5.31E-04,0.051961263
5.32E-04,0.051834158
5.32E-04,0.051694296
5.33E-04,0.051567126
5.34E-04,0.051427329
5.34E-04,0.051300093
5.35E-04,0.051160362
5.36E-04,0.051033061
5.36E-04,0.050893396
5.37E-04,0.050766028
5.38E-04,0.05062643
5.38E-04,0.050498994
5.39E-04,0.050359465
5.40E-04,0.050231959
5.41E-04,0.050092503
5.41E-04,0.04996492
5.42E-04,0.049825545
5.43E-04,0.049697873
5.43E-04,0.049558602
5.44E-04,0.049430797
5.45E-04,0.049291728
5.45E-04,0.049163491
5.46E-04,0.049027413
5.47E-04,0.048917072
5.47E-04,0.04879655
5.48E-04,0.048687353
5.49E-04,0.04856679
5.50E-04,0.048457549
5.50E-04,0.048337047
5.51E-04,0.048227741
5.52E-04,0.048107304
5.52E-04,0.047997932
5.53E-04,0.047877561
5.54E-04,0.047768125
5.54E-04,0.047647817
5.55E-04,0.047538318
5.56E-04,0.047418073
5.56E-04,0.047308511
5.57E-04,0.047188328
5.58E-04,0.047078705
5.58E-04,0.046958583
